,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
7311,55,admin.,married,secondary,no,8304,no,no,cellular,1,sep,193,1,92,1,success,yes
7312,30,technician,single,secondary,no,3096,yes,no,cellular,11,aug,272,4,-1,0,unknown,no
7313,39,self-employed,divorced,secondary,yes,-103,no,yes,unknown,5,jun,210,3,-1,0,unknown,no
7314,57,admin.,single,secondary,no,2223,no,no,cellular,12,aug,1064,1,-1,0,unknown,yes
7315,65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,-1,0,unknown,no
7316,30,unemployed,single,tertiary,no,1159,no,no,cellular,12,aug,95,1,68,1,success,no
7317,43,management,single,tertiary,no,1696,yes,no,cellular,26,aug,257,1,474,3,failure,yes
7318,55,services,divorced,secondary,no,0,no,no,cellular,27,sep,262,6,193,4,success,yes
7319,36,management,married,tertiary,no,849,yes,yes,unknown,21,may,958,2,-1,0,unknown,yes
7320,37,management,married,tertiary,no,-666,yes,no,cellular,18,nov,204,2,-1,0,unknown,no
7321,34,technician,married,secondary,no,1026,no,no,cellular,12,nov,319,1,100,6,failure,no
7322,49,technician,married,tertiary,no,503,no,no,unknown,1,jul,297,2,-1,0,unknown,no
7323,45,admin.,married,secondary,no,204,yes,no,cellular,3,jun,224,2,-1,0,unknown,yes
7324,37,blue-collar,married,secondary,no,140,yes,yes,cellular,7,may,490,1,-1,0,unknown,no
7325,36,management,married,tertiary,no,539,no,no,cellular,11,aug,176,1,-1,0,unknown,no
7326,55,blue-collar,married,primary,no,158,yes,no,unknown,15,may,176,18,-1,0,unknown,no
7327,54,admin.,divorced,secondary,no,1872,no,no,cellular,13,feb,439,5,-1,0,unknown,yes
7328,36,management,married,tertiary,no,393,yes,no,cellular,30,apr,555,2,-1,0,unknown,yes
7329,25,admin.,married,tertiary,no,906,no,no,cellular,26,may,253,1,-1,0,unknown,yes
7330,42,services,married,secondary,no,146,yes,yes,cellular,15,may,670,4,346,1,failure,yes
7331,27,technician,divorced,secondary,no,1977,yes,no,cellular,22,may,449,1,-1,0,unknown,yes
7332,48,housemaid,married,secondary,no,513,no,yes,cellular,28,jul,939,3,-1,0,unknown,yes
7333,30,management,single,tertiary,no,232,no,no,cellular,15,apr,141,1,-1,0,unknown,yes
7334,34,management,single,tertiary,no,29,yes,no,cellular,13,may,248,2,-1,0,unknown,no
7335,59,retired,married,secondary,no,1521,yes,yes,unknown,14,may,1125,2,-1,0,unknown,yes
7336,27,admin.,married,secondary,no,16,yes,no,cellular,3,feb,54,3,-1,0,unknown,no
7337,35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,199,1,-1,0,unknown,no
7338,54,retired,married,primary,no,309,no,no,cellular,13,aug,969,2,-1,0,unknown,yes
7339,41,admin.,married,tertiary,no,5426,yes,no,unknown,14,may,149,2,-1,0,unknown,no
7340,33,unemployed,single,secondary,no,682,no,no,cellular,5,feb,251,1,-1,0,unknown,no
7341,34,blue-collar,married,secondary,no,1924,yes,yes,cellular,1,apr,161,2,253,1,failure,no
7342,22,self-employed,single,tertiary,no,780,no,no,cellular,17,mar,272,3,-1,0,unknown,yes
7343,51,blue-collar,married,secondary,no,568,yes,no,unknown,4,jun,37,1,-1,0,unknown,no
7344,43,management,single,tertiary,no,0,no,no,cellular,30,jun,275,2,296,1,failure,yes
7345,56,blue-collar,divorced,primary,yes,-1,no,no,cellular,18,jul,304,3,-1,0,unknown,no
7346,58,management,married,tertiary,no,3864,yes,no,cellular,15,jul,815,4,-1,0,unknown,yes
7347,52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,yes
7348,34,management,married,tertiary,no,3696,no,no,cellular,8,apr,758,2,160,5,other,yes
7349,86,retired,married,primary,no,1255,no,no,telephone,14,jul,247,1,180,3,success,yes
7350,44,management,married,tertiary,no,17361,no,no,unknown,18,jun,476,1,-1,0,unknown,no
7351,33,technician,married,secondary,no,2044,yes,no,cellular,4,may,532,3,-1,0,unknown,yes
7352,45,blue-collar,divorced,primary,no,844,no,no,unknown,5,jun,1018,3,-1,0,unknown,yes
7353,25,admin.,single,secondary,no,122,yes,no,cellular,7,may,481,2,-1,0,unknown,yes
7354,32,services,single,secondary,no,486,no,no,cellular,29,jan,1181,1,-1,0,unknown,yes
7355,33,management,married,tertiary,no,0,no,no,cellular,29,aug,60,2,-1,0,unknown,no
7356,55,technician,married,secondary,no,276,yes,no,unknown,12,may,486,1,-1,0,unknown,no
7357,26,management,single,tertiary,no,1094,yes,no,cellular,8,sep,137,1,-1,0,unknown,yes
7358,60,retired,married,secondary,no,1690,no,no,unknown,20,jun,1467,4,-1,0,unknown,yes
7359,54,housemaid,married,secondary,no,962,yes,no,cellular,29,oct,288,3,-1,0,unknown,yes
7360,34,management,married,tertiary,no,676,no,no,telephone,11,nov,486,1,-1,0,unknown,yes
7361,58,admin.,married,secondary,no,145,yes,no,telephone,29,jul,616,13,-1,0,unknown,yes
7362,38,housemaid,single,primary,no,199,yes,no,cellular,12,may,1203,1,306,1,failure,yes
7363,43,unknown,married,primary,no,2113,no,no,cellular,29,jul,33,2,-1,0,unknown,no
7364,32,management,single,secondary,no,1088,yes,no,cellular,6,apr,317,1,363,2,success,yes
7365,58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1272,1,-1,0,unknown,yes
7366,38,technician,married,secondary,no,4539,no,no,cellular,16,sep,387,1,-1,0,unknown,yes
7367,36,technician,married,secondary,no,480,no,no,cellular,20,oct,213,1,-1,0,unknown,yes
7368,52,self-employed,married,secondary,no,-488,yes,no,unknown,29,may,322,1,-1,0,unknown,no
7369,48,technician,married,unknown,no,67,yes,no,unknown,14,may,328,4,-1,0,unknown,no
7370,23,student,single,secondary,no,0,no,no,cellular,7,aug,217,1,99,7,success,yes
7371,33,management,single,tertiary,no,432,no,no,telephone,20,aug,588,6,-1,0,unknown,yes
7372,25,student,single,unknown,no,480,no,no,cellular,8,sep,140,1,-1,0,unknown,yes
7373,60,retired,married,primary,no,71,no,no,cellular,10,jul,121,3,-1,0,unknown,no
7374,43,management,married,tertiary,no,79,no,no,cellular,26,may,640,1,-1,0,unknown,yes
7375,33,housemaid,single,tertiary,no,1107,yes,no,cellular,18,mar,201,1,-1,0,unknown,yes
7376,28,technician,married,secondary,no,1086,yes,no,cellular,20,apr,1112,3,-1,0,unknown,yes
7377,35,management,single,secondary,no,73,yes,no,unknown,28,may,79,2,-1,0,unknown,no
7378,66,retired,married,primary,no,2883,no,no,cellular,23,apr,158,1,-1,0,unknown,yes
7379,43,admin.,divorced,secondary,no,729,yes,no,unknown,30,may,668,2,-1,0,unknown,no
7380,36,unemployed,divorced,primary,no,0,no,no,telephone,4,jul,304,3,-1,0,unknown,no
7381,26,blue-collar,single,secondary,no,-29,yes,no,cellular,10,jul,998,4,-1,0,unknown,yes
7382,60,blue-collar,divorced,primary,no,92,yes,no,unknown,6,jun,70,3,-1,0,unknown,no
7383,30,technician,single,tertiary,no,0,yes,no,cellular,5,jul,140,1,424,8,success,yes
7384,45,technician,married,secondary,no,6993,yes,no,cellular,20,nov,283,1,-1,0,unknown,yes
7385,46,management,married,tertiary,yes,-337,no,yes,cellular,21,aug,120,2,-1,0,unknown,no
7386,29,management,single,tertiary,no,983,yes,no,cellular,11,jul,963,2,-1,0,unknown,yes
7387,46,management,divorced,tertiary,no,-130,yes,no,cellular,24,mar,144,2,-1,0,unknown,yes
7388,39,management,single,unknown,no,2887,yes,no,unknown,7,may,42,2,-1,0,unknown,no
7389,46,services,divorced,unknown,no,3390,no,no,unknown,20,jun,152,3,-1,0,unknown,no
7390,32,management,married,tertiary,no,6138,no,no,cellular,29,jul,519,2,90,9,failure,yes
7391,39,technician,single,tertiary,no,25,yes,no,cellular,28,dec,315,1,210,2,success,yes
7392,35,management,married,secondary,no,53,yes,no,cellular,18,nov,378,1,-1,0,unknown,no
7393,41,admin.,single,secondary,no,812,no,yes,unknown,11,jun,583,4,-1,0,unknown,yes
7394,27,management,single,secondary,no,843,no,no,cellular,12,jul,123,2,185,1,success,no
7395,33,management,single,tertiary,no,369,no,no,cellular,25,aug,143,10,-1,0,unknown,no
7396,37,blue-collar,married,primary,no,3517,yes,no,unknown,23,may,445,1,-1,0,unknown,no
7397,46,management,married,tertiary,no,273,yes,no,cellular,18,mar,910,2,184,4,success,yes
7398,33,technician,married,secondary,no,256,yes,no,cellular,18,nov,76,1,-1,0,unknown,no
7399,38,self-employed,married,secondary,no,215,yes,no,cellular,20,nov,70,1,167,1,failure,no
7400,34,blue-collar,married,secondary,no,320,yes,no,cellular,12,nov,413,1,92,3,success,yes
7401,30,student,single,unknown,no,4468,no,no,cellular,2,feb,204,1,-1,0,unknown,yes
7402,49,blue-collar,married,primary,no,3,no,yes,cellular,9,jul,1439,6,-1,0,unknown,yes
7403,53,blue-collar,divorced,primary,no,2656,yes,no,unknown,30,may,1980,2,-1,0,unknown,yes
7404,61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,unknown,yes
7405,34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,333,1,-1,0,unknown,yes
7406,30,admin.,single,secondary,no,457,no,no,cellular,27,apr,90,2,-1,0,unknown,no
7407,30,management,married,tertiary,no,1239,no,no,cellular,28,aug,125,5,-1,0,unknown,no
7408,26,management,single,tertiary,no,-8,no,no,cellular,13,aug,402,2,-1,0,unknown,no
7409,36,entrepreneur,married,tertiary,no,2700,no,no,cellular,4,feb,99,3,-1,0,unknown,no
7410,44,housemaid,married,secondary,no,281,yes,no,unknown,8,may,604,1,-1,0,unknown,no
7411,40,technician,married,tertiary,no,11766,yes,no,cellular,13,apr,218,2,242,9,failure,yes
7412,38,admin.,divorced,secondary,no,19,yes,no,unknown,30,may,604,2,-1,0,unknown,yes
7413,28,student,single,tertiary,no,0,no,no,cellular,28,sep,294,2,105,7,other,yes
7414,45,housemaid,married,secondary,no,360,no,no,cellular,3,nov,215,1,-1,0,unknown,yes
7415,45,entrepreneur,divorced,secondary,no,1187,no,yes,cellular,20,nov,157,1,-1,0,unknown,no
7416,30,technician,married,secondary,no,4,yes,no,cellular,8,may,17,5,-1,0,unknown,no
7417,35,unknown,married,primary,no,634,no,no,cellular,7,jul,185,2,-1,0,unknown,no
7418,23,services,single,secondary,no,31,no,no,cellular,1,jun,192,1,-1,0,unknown,yes
7419,32,management,single,tertiary,no,1271,yes,no,unknown,20,may,51,1,-1,0,unknown,no
7420,44,blue-collar,married,unknown,no,146,yes,no,unknown,15,may,483,1,-1,0,unknown,yes
7421,60,retired,married,secondary,no,7,no,yes,cellular,18,aug,87,5,-1,0,unknown,no
7422,58,admin.,married,primary,no,879,yes,no,unknown,16,may,242,7,-1,0,unknown,no
7423,45,self-employed,married,secondary,no,7,no,no,cellular,20,nov,691,1,-1,0,unknown,yes
7424,32,blue-collar,married,secondary,no,889,yes,no,cellular,10,sep,185,1,99,5,success,yes
7425,29,technician,married,secondary,no,0,no,no,unknown,12,may,33,2,-1,0,unknown,no
7426,40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,failure,yes
7427,30,admin.,married,secondary,no,0,no,no,cellular,1,jun,318,1,-1,0,unknown,yes
7428,37,blue-collar,single,secondary,no,847,no,no,unknown,20,jun,54,1,-1,0,unknown,no
7429,58,services,divorced,secondary,no,462,no,no,cellular,12,aug,332,1,-1,0,unknown,yes
7430,31,admin.,single,secondary,no,-422,yes,no,cellular,18,may,64,2,329,15,other,no
7431,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,4,failure,yes
7432,38,technician,married,unknown,no,573,yes,no,unknown,6,may,87,1,-1,0,unknown,no
7433,39,admin.,married,secondary,no,150,no,no,cellular,3,jun,296,4,-1,0,unknown,yes
7434,31,management,married,tertiary,no,3160,yes,no,cellular,26,apr,688,2,-1,0,unknown,yes
7435,27,blue-collar,single,secondary,no,3792,no,no,cellular,22,apr,279,2,-1,0,unknown,yes
7436,36,self-employed,married,secondary,no,1184,yes,no,cellular,6,apr,1063,1,-1,0,unknown,yes
7437,43,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success,yes
7438,40,technician,married,unknown,no,0,no,yes,cellular,7,jul,161,1,-1,0,unknown,no
7439,32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,failure,yes
7440,32,admin.,married,secondary,no,56,yes,no,cellular,2,feb,275,1,258,1,other,no
7441,53,admin.,married,secondary,no,459,no,no,cellular,5,apr,558,1,-1,0,unknown,yes
7442,28,management,single,secondary,no,-994,yes,yes,cellular,18,jul,174,2,-1,0,unknown,no
7443,44,self-employed,single,tertiary,no,18558,yes,no,cellular,20,nov,51,1,190,4,other,no
7444,42,management,married,unknown,no,1519,no,no,cellular,19,oct,230,1,92,1,success,yes
7445,28,management,single,tertiary,no,957,no,no,cellular,25,may,915,2,-1,0,unknown,yes
7446,30,technician,single,secondary,no,411,yes,no,cellular,16,apr,948,1,-1,0,unknown,no
7447,28,technician,single,secondary,no,154,yes,no,cellular,18,feb,416,2,-1,0,unknown,yes
7448,32,management,married,tertiary,no,282,no,no,cellular,22,aug,92,2,-1,0,unknown,no
7449,21,admin.,single,secondary,no,524,no,no,cellular,26,may,185,1,-1,0,unknown,yes
7450,47,management,single,tertiary,no,372,no,no,cellular,15,jun,257,1,-1,0,unknown,yes
7451,60,retired,married,secondary,no,0,no,no,cellular,5,aug,143,3,-1,0,unknown,no
7452,30,technician,single,tertiary,no,0,no,no,cellular,15,sep,214,2,-1,0,unknown,no
7453,52,management,married,tertiary,no,-970,yes,no,cellular,4,feb,489,1,-1,0,unknown,yes
7454,46,blue-collar,married,secondary,no,229,yes,no,cellular,17,apr,191,1,-1,0,unknown,no
7455,28,management,single,tertiary,no,5474,no,no,cellular,28,jul,486,5,-1,0,unknown,yes
7456,57,entrepreneur,married,secondary,yes,-525,no,yes,cellular,25,jul,337,1,-1,0,unknown,no
7457,46,management,married,tertiary,no,4,no,no,cellular,8,aug,1206,4,-1,0,unknown,yes
7458,27,management,single,tertiary,no,703,yes,no,unknown,5,jun,590,3,-1,0,unknown,yes
7459,28,management,single,tertiary,no,334,yes,no,unknown,14,may,438,4,-1,0,unknown,no
7460,27,blue-collar,single,secondary,no,513,yes,yes,cellular,18,may,351,1,-1,0,unknown,yes
7461,30,self-employed,married,tertiary,no,2666,no,no,cellular,4,may,781,3,89,1,success,yes
7462,40,blue-collar,married,secondary,no,746,yes,yes,cellular,2,feb,241,1,262,3,other,no
7463,52,self-employed,married,secondary,no,517,no,no,cellular,26,aug,77,4,-1,0,unknown,no
7464,38,management,divorced,tertiary,no,4335,yes,no,cellular,20,nov,640,1,-1,0,unknown,no
7465,42,blue-collar,married,secondary,no,879,yes,no,cellular,18,nov,140,1,-1,0,unknown,no
7466,28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,-1,0,unknown,yes
7467,24,student,single,tertiary,no,3415,no,no,cellular,27,apr,97,1,-1,0,unknown,yes
7468,33,self-employed,single,tertiary,no,562,yes,yes,cellular,6,apr,196,1,363,1,failure,yes
7469,56,management,married,tertiary,no,-45,yes,no,unknown,30,may,116,6,-1,0,unknown,no
7470,42,admin.,single,secondary,no,1451,yes,no,cellular,4,may,251,4,-1,0,unknown,yes
7471,59,management,married,tertiary,no,553,yes,no,cellular,7,jul,1272,3,-1,0,unknown,yes
7472,25,blue-collar,single,secondary,no,1857,yes,no,cellular,13,apr,295,4,187,6,success,yes
7473,31,blue-collar,married,secondary,no,2,yes,no,unknown,20,may,182,2,-1,0,unknown,yes
7474,57,housemaid,married,primary,no,1969,no,no,cellular,14,aug,286,3,-1,0,unknown,no
7475,36,services,single,secondary,no,9713,yes,no,unknown,27,may,72,3,-1,0,unknown,no
7476,26,services,single,secondary,no,-72,yes,no,unknown,30,jun,82,9,-1,0,unknown,no
7477,44,blue-collar,divorced,secondary,no,-222,yes,no,unknown,27,may,112,3,-1,0,unknown,no
7478,43,management,married,tertiary,no,40,no,no,cellular,10,feb,147,1,-1,0,unknown,yes
7479,26,admin.,married,secondary,no,710,yes,yes,unknown,6,jun,1276,2,-1,0,unknown,yes
7480,21,student,single,secondary,no,357,no,no,cellular,2,sep,115,3,-1,0,unknown,no
7481,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,0,unknown,yes
7482,31,management,married,tertiary,no,303,yes,no,unknown,14,may,143,1,-1,0,unknown,no
7483,34,services,single,tertiary,no,3119,no,no,cellular,16,oct,306,1,-1,0,unknown,yes
7484,32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,success,yes
7485,53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure,no
7486,35,self-employed,married,tertiary,no,2427,no,no,cellular,12,aug,175,3,31,10,success,yes
7487,57,management,married,tertiary,no,1318,no,no,cellular,16,oct,115,1,185,2,failure,yes
7488,44,entrepreneur,married,secondary,no,887,yes,no,cellular,17,apr,519,1,14,2,failure,no
7489,37,blue-collar,married,secondary,no,288,yes,no,cellular,5,may,159,6,-1,0,unknown,no
7490,29,student,single,secondary,no,658,no,no,cellular,15,jul,198,2,244,4,other,yes
7491,40,blue-collar,married,primary,no,46,yes,no,unknown,6,may,119,1,-1,0,unknown,no
7492,43,services,married,tertiary,no,519,yes,no,cellular,18,may,715,6,-1,0,unknown,no
7493,29,admin.,single,secondary,no,488,yes,no,cellular,4,jun,105,1,-1,0,unknown,no
7494,27,management,single,tertiary,no,20585,no,no,cellular,15,jun,188,1,-1,0,unknown,yes
7495,26,management,single,tertiary,no,222,no,no,cellular,28,jun,247,1,63,2,success,yes
7496,50,housemaid,married,secondary,no,388,no,no,cellular,15,sep,173,2,99,4,failure,yes
7497,32,services,married,secondary,no,-34,yes,no,unknown,30,may,1236,2,-1,0,unknown,yes
7498,49,technician,married,secondary,no,5244,no,no,cellular,25,aug,60,4,-1,0,unknown,no
7499,61,management,married,tertiary,no,6016,no,no,cellular,2,feb,670,3,-1,0,unknown,yes
7500,33,admin.,single,tertiary,no,146,no,no,cellular,23,jul,351,3,-1,0,unknown,yes
7501,54,management,married,tertiary,no,588,no,no,cellular,13,aug,327,1,-1,0,unknown,no
7502,28,student,single,tertiary,no,22,yes,no,cellular,15,may,536,2,-1,0,unknown,yes
7503,33,admin.,married,secondary,no,1737,no,no,cellular,30,apr,524,2,-1,0,unknown,no
7504,32,services,single,secondary,no,1168,yes,no,cellular,16,nov,411,1,-1,0,unknown,yes
7505,45,technician,married,secondary,no,1831,no,no,cellular,27,may,275,2,-1,0,unknown,yes
7506,28,blue-collar,single,secondary,no,-197,yes,no,unknown,9,may,2016,2,-1,0,unknown,yes
7507,36,management,single,tertiary,no,811,no,no,cellular,6,mar,229,1,-1,0,unknown,yes
7508,60,retired,married,primary,no,894,yes,no,unknown,15,may,65,7,-1,0,unknown,no
7509,36,management,married,tertiary,no,203,no,no,cellular,29,oct,139,1,-1,0,unknown,yes
7510,36,self-employed,single,tertiary,no,583,no,no,cellular,30,jan,859,1,235,1,other,no
7511,51,technician,married,secondary,no,52,no,no,cellular,13,aug,114,2,-1,0,unknown,no
7512,34,self-employed,married,primary,no,7468,yes,yes,cellular,30,apr,383,1,-1,0,unknown,yes
7513,55,technician,married,secondary,no,6958,yes,yes,unknown,13,may,178,2,-1,0,unknown,no
7514,48,blue-collar,married,primary,no,363,yes,no,unknown,18,jun,257,6,-1,0,unknown,no
7515,55,unemployed,married,tertiary,no,5345,no,no,unknown,6,may,278,1,-1,0,unknown,no
7516,33,services,married,primary,no,0,yes,no,cellular,7,may,227,2,-1,0,unknown,no
7517,53,retired,married,primary,no,136,yes,no,unknown,6,may,267,2,-1,0,unknown,no
7518,53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,-1,0,unknown,yes
7519,39,services,married,secondary,no,702,yes,no,cellular,8,apr,303,1,300,1,failure,no
7520,41,blue-collar,married,secondary,no,2413,no,no,unknown,16,jun,64,3,-1,0,unknown,no
7521,58,retired,married,primary,no,269,yes,no,unknown,16,may,38,2,-1,0,unknown,no
7522,35,unemployed,married,secondary,yes,1054,yes,yes,cellular,21,nov,106,1,-1,0,unknown,no
7523,30,blue-collar,married,primary,no,35,yes,no,cellular,11,jul,366,2,-1,0,unknown,no
7524,60,retired,married,secondary,no,8332,no,no,cellular,16,mar,279,1,194,7,other,yes
7525,40,technician,married,secondary,no,7313,yes,no,cellular,18,nov,241,2,182,1,failure,no
7526,37,technician,single,secondary,no,228,yes,no,cellular,20,aug,1740,2,-1,0,unknown,no
7527,52,management,married,tertiary,no,4358,no,no,telephone,31,jul,30,7,-1,0,unknown,no
7528,68,retired,married,secondary,no,20723,yes,no,cellular,28,apr,318,2,-1,0,unknown,no
7529,46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,yes
7530,27,management,single,tertiary,no,574,yes,no,cellular,18,may,196,3,-1,0,unknown,no
7531,26,admin.,single,secondary,no,2509,no,no,cellular,27,may,776,3,97,3,success,yes
7532,53,admin.,married,secondary,no,10541,no,no,cellular,9,feb,164,2,92,1,success,yes
7533,55,retired,married,tertiary,no,101,yes,no,cellular,9,jul,111,1,-1,0,unknown,no
7534,47,blue-collar,married,secondary,no,238,yes,yes,cellular,13,mar,3076,1,-1,0,unknown,yes
7535,56,management,married,primary,no,870,no,no,cellular,16,nov,257,1,-1,0,unknown,yes
7536,52,management,married,tertiary,no,1944,yes,no,cellular,15,apr,238,3,323,2,failure,no
7537,33,unemployed,single,secondary,no,2066,no,yes,cellular,9,sep,305,1,749,2,failure,yes
7538,37,technician,married,tertiary,yes,0,yes,no,unknown,14,may,93,14,-1,0,unknown,no
7539,51,self-employed,single,secondary,no,0,no,no,cellular,29,oct,1707,2,-1,0,unknown,yes
7540,46,housemaid,married,secondary,no,38,no,no,cellular,25,nov,541,1,-1,0,unknown,yes
7541,33,self-employed,divorced,secondary,no,1904,yes,no,cellular,17,jul,1584,2,-1,0,unknown,yes
7542,54,management,married,secondary,no,2693,no,no,cellular,22,mar,222,1,188,6,other,yes
7543,25,student,single,secondary,no,469,no,no,cellular,21,aug,273,1,86,1,other,yes
7544,45,blue-collar,married,primary,no,2433,no,no,cellular,6,aug,133,2,-1,0,unknown,no
7545,44,management,divorced,tertiary,no,2367,no,no,cellular,22,sep,263,1,184,6,success,yes
7546,30,admin.,single,secondary,no,-213,yes,yes,unknown,27,may,751,1,-1,0,unknown,yes
7547,39,blue-collar,married,secondary,no,62,yes,no,cellular,7,may,877,3,-1,0,unknown,yes
7548,27,blue-collar,single,secondary,no,535,no,no,cellular,15,feb,171,1,91,2,success,yes
7549,64,retired,married,secondary,no,4787,no,no,cellular,28,apr,392,1,182,1,success,yes
7550,25,blue-collar,single,secondary,no,543,yes,no,cellular,15,may,302,1,-1,0,unknown,no
7551,42,management,single,tertiary,no,11008,no,no,cellular,28,jul,822,6,405,1,success,yes
7552,42,admin.,married,primary,no,1547,yes,yes,unknown,27,may,272,3,-1,0,unknown,no
7553,26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,no
7554,32,technician,married,secondary,no,465,yes,no,cellular,12,may,210,2,-1,0,unknown,no
7555,26,management,single,tertiary,no,3,yes,no,cellular,23,jul,106,1,-1,0,unknown,no
7556,38,blue-collar,single,primary,no,1583,yes,no,cellular,15,may,386,1,-1,0,unknown,no
7557,34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,-1,0,unknown,yes
7558,40,self-employed,single,tertiary,no,-94,yes,no,cellular,16,jul,90,1,-1,0,unknown,no
7559,43,management,divorced,unknown,no,7702,no,no,cellular,1,sep,108,7,102,3,success,no
7560,47,services,divorced,secondary,no,-288,yes,no,unknown,28,may,107,7,-1,0,unknown,no
7561,53,entrepreneur,married,secondary,no,288,no,no,unknown,6,may,69,1,-1,0,unknown,no
7562,32,technician,married,secondary,no,-300,no,no,cellular,28,aug,226,9,-1,0,unknown,no
7563,40,admin.,single,secondary,no,985,yes,no,cellular,4,jun,592,3,50,8,failure,yes
7564,41,admin.,single,secondary,no,882,yes,yes,unknown,28,may,145,2,-1,0,unknown,no
7565,64,retired,married,secondary,no,571,yes,no,cellular,20,apr,1422,2,-1,0,unknown,yes
7566,33,management,married,tertiary,no,1323,no,no,cellular,1,jun,327,1,-1,0,unknown,yes
7567,24,admin.,married,secondary,no,541,yes,no,unknown,5,jun,622,4,-1,0,unknown,no
7568,59,retired,married,secondary,no,493,no,no,cellular,30,apr,237,1,-1,0,unknown,yes
7569,31,technician,single,tertiary,no,252,no,no,cellular,8,jun,107,3,-1,0,unknown,yes
7570,50,self-employed,married,tertiary,no,202,yes,no,cellular,15,apr,107,1,148,4,failure,no
7571,50,technician,single,secondary,no,-97,yes,no,cellular,8,apr,425,1,306,2,failure,no
7572,40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,success,yes
7573,60,technician,married,secondary,no,824,yes,no,cellular,9,aug,265,1,181,8,success,yes
7574,48,admin.,married,primary,no,3644,yes,yes,telephone,31,jul,1039,9,-1,0,unknown,yes
7575,44,management,married,tertiary,no,7177,no,no,unknown,19,jun,89,2,-1,0,unknown,no
7576,46,self-employed,married,primary,no,3262,no,no,cellular,14,aug,77,8,-1,0,unknown,no
7577,46,services,divorced,secondary,no,281,yes,yes,cellular,6,may,267,1,-1,0,unknown,no
7578,49,technician,married,tertiary,no,2611,no,no,cellular,20,apr,194,2,-1,0,unknown,yes
7579,58,admin.,married,unknown,no,0,yes,no,cellular,17,nov,219,1,186,2,failure,no
7580,31,admin.,married,secondary,no,0,yes,yes,cellular,18,nov,79,3,-1,0,unknown,no
7581,39,management,single,tertiary,no,2454,yes,no,cellular,4,may,716,3,263,2,failure,yes
7582,32,management,married,tertiary,no,2458,yes,no,cellular,4,may,77,2,-1,0,unknown,no
7583,43,blue-collar,single,secondary,no,3,yes,no,unknown,9,may,929,3,-1,0,unknown,yes
7584,36,technician,single,secondary,no,12264,no,no,cellular,11,oct,285,1,182,2,success,yes
7585,56,blue-collar,married,secondary,no,1602,yes,no,unknown,6,may,427,1,-1,0,unknown,no
7586,32,management,single,tertiary,no,2551,yes,no,cellular,21,jul,638,3,-1,0,unknown,yes
7587,36,technician,single,secondary,no,539,yes,no,cellular,27,aug,398,2,477,1,failure,yes
7588,59,entrepreneur,married,primary,no,124,yes,no,cellular,18,nov,531,3,134,7,failure,no
7589,44,technician,single,secondary,no,285,yes,no,cellular,12,may,373,3,-1,0,unknown,no
7590,27,self-employed,married,tertiary,no,10005,yes,no,cellular,14,apr,163,3,271,2,failure,no
7591,43,technician,married,secondary,no,2344,yes,no,unknown,27,may,111,2,-1,0,unknown,no
7592,36,admin.,single,secondary,no,115,no,no,cellular,4,may,134,3,91,1,failure,no
7593,49,admin.,single,secondary,no,716,yes,no,unknown,15,may,1257,3,-1,0,unknown,yes
7594,62,housemaid,married,tertiary,no,1528,no,no,cellular,15,oct,134,2,184,1,success,yes
7595,80,retired,married,primary,no,1861,no,no,telephone,14,apr,563,2,-1,0,unknown,no
7596,54,admin.,married,primary,no,0,no,no,cellular,30,jul,255,2,-1,0,unknown,no
7597,48,unemployed,married,secondary,no,855,yes,no,unknown,9,may,241,2,-1,0,unknown,no
7598,43,unemployed,married,secondary,no,0,yes,yes,cellular,23,sep,183,2,184,13,failure,yes
7599,49,services,married,secondary,no,320,no,no,telephone,9,feb,1971,4,-1,0,unknown,yes
7600,71,retired,married,tertiary,no,2887,no,no,cellular,30,jun,128,1,-1,0,unknown,yes
7601,47,blue-collar,married,secondary,no,3630,yes,no,unknown,14,may,133,4,-1,0,unknown,no
